"email","leadsource","cost"
"email8821@gmail.com","linkedincpc","99.04"
"email8822@aol.com","unwireflatemail","11.67"
"email8823@gmail.com","Web","0"
"email8824@yahoo.com","pcdnflatsite","33.6"
"email8825@yahoo.fr","unwireflatemail","77.68"
"email8826@yahoo.com","pcdnflatsite","64.62"
"email8827@gmail.com","unwireflatemail","64.75"
"email8828@yahoo.com","pcdnflatsite","30.28"
"email8829@yahoo.com","unwireflatemail","77.57"
"email8830@gmail.com","Web","0"
"email8831@yahoo.com","search_nonbrand_google","55.41"
"email8832@sfcg.org","pcdnflatsite","81.36"
"email8833@gmail.com","Web","0"
"email8834@me.com","linkedinspcpc","103.51"
"email8835@gmail.com","Web","0"
"email8836@gmail.com","Web","0"
"email8837@gmail.com","unwireflatemail","65.34"
"email8838@yahoo.com","pcdnflatsite","23.76"
"email8839@yahoo.com","facebookcpc","64.65"
"email8840@gmail.com","linkedincpc","94.36"
"email8841@gmail.com","pcdnflatsite","73.8"
"email8842@yahoo.com","facebookcpc","20.63"
"email8843@ufpr.br","unwireflatemail","114.75"
"email8844@gmail.com","Web","0"
"email8845@mac.com","Web","0"
"email8846@binghamton.edu","linkedincpc","144.77"
"email8847@hotmail.com","linkedinspcpc","74.42"
"email8848@hotmail.com","linkedincpc","21.39"
"email8849@gmail.com","Web","0"
"email8850@yahoo.com","pcdnflatsite","2.58"
"email8851@yahoo.com","USNews","154.22"
"email8852@yahoo.com","unwireflatemail","80.64"
"email8853@yahoo.com","unwireflatemail","0.86"
"email8854@gmail.com","Web","0"
"email8855@uno.edu","unwireflatemail","26.17"
"email8856@yahoo.co.uk","unwireflatemail","4.37"
"email8857@yahoo.com","Web","0"
"email8858@hotmail.com","unwireflatemail","22.16"
"email8859@gmail.com","unwireflatemail","30.43"
"email8860@gmail.com","linkedinspcpc","69.88"
"email8861@smith.edu","Web","0"
"email8862@gmail.com","Web","0"
"email8863@reliancesl.com","unwireflatemail","73.38"
"email8864@gmail.com","Web","0"
"email8865@yahoo.com","Web","0"
"email8866@yahoo.com","pcdnflatsite","88.13"
"email8867@me.com","Webinar","0"
"email8868@yahoo.com","unwireflatemail","15.5"
"email8869@yahoo.com","pcdnflatsite","56.98"
"email8870@gmail.com","unwireflatemail","109.08"
"email8871@yahoo.com","pcdnflatsite","6.08"
"email8872@gmail.com","Web","0"
"email8873@gmail.com","linkedincpc","78.99"
"email8874@hotmail.com","pcdnflatsite","14.12"
"email8875@gmail.com","unwireflatemail","93.69"
"email8876@gmail.com","pcdnflatsite","61.82"
"email8877@yahoo.com","Web","0"
"email8878@yahoo.com","pcdnflatsite","6.52"
"email8879@uconn.edu","unwireflatemail","53.18"
"email8880@yahoo.com","pcdnflatsite","121.6"
"email8881@gmail.com","search_nonbrand_ybn","84.87"
"email8882@gmail.com","pcdnflatsite","69.63"
"email8883@mail.ru","unwireflatemail","55.53"
"email8884@yahoo.com","unwireflatemail","57.16"
"email8885NA","Web","0"
"email8886@yahoo.co.uk","pcdnflatsite","1.82"
"email8887@gmail.com","linkedincpc","44.18"
"email8888@gmail.com","Direct Apply","0"
"email8889@yahoo.com","Web","0"
"email8890@gmail.com","unwireflatemail","4.23"
"email8891@yahoo.fr","unwireflatemail","1.58"
"email8892@yahoo.com","Direct Apply","0"
"email8893@gmail.com","search_nonbrand_ybn","138.15"
"email8894@yahoo.com","Web","0"
"email8895@yahoo.com","pcdnflatsite","51.61"
"email8896@gmail.com","unwireflatemail","13.66"
"email8897NA","Web","0"
"email8898NA","Web","0"
"email8899NA","Web","0"
"email8900@charter.net","SisterCitiesScholSite","27.37"
"email8901@gmail.com","pcdnflatsite","52.83"
"email8902@gmail.com","Web","0"
"email8903NA","Web","0"
"email8904@gmail.com","pcdnflatsite","156.63"
"email8905@yahoo.com","pcdnflatsite","122.6"
"email8906@yahoo.fr","unwireflatemail","27.54"
"email8907@yahoo.com","pcdnflatsite","30.09"
"email8908@idrissijanati.com","pcdnflatsite","202.92"
"email8909@yahoo.com","Web","0"
"email8910@gmai.com","facebookcpc","12.2"
"email8911@gmail.com","unwireflatemail","32.19"
"email8912@2u.com","Webinar","0"
"email8913@yahoo.fr","unwireflatemail","128.21"
"email8914@2u.com","Web","0"
"email8915@gmail.com","Web","0"
"email8916@gmail.com","devexemail","82.4"
"email8917@gmail.com","Web","0"
"email8918@yahoo.com","unwireflatemail","51.42"
"email8919@yahoo.com","Web","0"
"email8920@gmail.com","pcdnflatsite","88.39"
"email8921@comunidad.unam.mx","SisterCitiesScholSite","48.61"
"email8922@hotmail.com","Web","0"
"email8923@gmail.com","linkedinspcpc","12.05"
"email8924@gmail.com","unwireflatemail","9.74"
"email8925@gmail.com","linkedincpc","155.76"
"email8926@gmail.com","linkedincpc","203.77"
"email8927@gmail.com","Web","0"
"email8928@yahoo.ie","pcdnflatsite","103.33"
"email8929@hotmail.com","Web","0"
"email8930@gmail.com","Web","0"
"email8931@gmail.com","Web","0"
"email8932NA","Web","0"
"email8933@yahoo.com","pcdnflatsite","95.15"
"email8934@hotmail.com","linkedincpc","105.89"
"email8935@hotmail.com","Web","0"
"email8936@yahoo.com","pcdnflatsite","130.34"
"email8937@yahoo.co.uk","Direct Apply","0"
"email8938@yahoo.com","pcdnflatsite","16.58"
"email8939@yahoo.com","pcdnflatsite","73.28"
"email8940@gmail.com","Web","0"
"email8941@gmail.com","Web","0"
"email8942@gmail.com","search_nonbrand_google","228.41"
"email8943@yahoo.com","linkedinspcpc","9.21"
"email8944@gmail.com","pcdnflatsite","0.41"
"email8945@hotmail.com","linkedinspcpc","50.63"
"email8946@yahoo.com","Web","0"
"email8947@gmail.com","",""
"email8948@execs.com","Direct Apply","0"
"email8949@yahoo.com","facebookcpc","11.89"
"email8950@gmail.com","gmailbeta","78.56"
"email8951@yahoo.com","Web","0"
"email8952@live.com","Web","0"
"email8953@gmail.com","Web","0"
"email8954@gmail.com","search_nonbrand_ybn","205.96"
"email8955@yahoo.com","unwireflatemail","26.57"
"email8956@yahoo.com","Web","0"
"email8957@gmail.com","linkedincpc","68.21"
"email8958@gmail.com","pcdnflatsite","33.35"
"email8959@discardmail.com","Web","0"
"email8960@gmail.com","Web","0"
"email8961@gmail.com","Web","0"
"email8962@gmail.com","Web","0"
"email8963@gmail.com","Web","0"
"email8964@gmail.com","Web","0"
"email8965@hotmail.com","search_nonbrand_google","20.16"
"email8966@gmail.com","benchprepgreemail","125.2"
"email8967@live.com","search_nonbrand_google","223.15"
"email8968@gmail.com","Web","0"
"email8969@columbia.edu","linkedincpc","15.92"
"email8970@dukes.jmu.edu","Web","0"
"email8971@nmsu.edu","search_brand_google","107.89"
"email8972@gmail.com","linkedincpc","42.4"
"email8973@yahoo.com","Web","0"
"email8974@icloud.com","pcdnflatsite","37.05"
"email8975@yahoo.com","manhattanemail","114.73"
"email8976@gmail.com","gmailbeta","5.64"
"email8977@gmail.com","Web","0"
"email8978@gmail.com","pcdnflatsite","60.31"
"email8979@outlook.com","pcdnflatsite","25.26"
"email8980@worldvision.org","Webinar","0"
"email8981@gmail.com","linkedinspcpc","68.52"
"email8982@yahoo.com","pcdnflatsite","30.44"
"email8983@yahoo.com","Web","0"
"email8984@illinois.edu","Web","0"
"email8985@gmail.com","Web","0"
"email8986@yahoo.com","pcdnflatsite","24.89"
"email8987@gmail.com","Direct Apply","0"
"email8988@yahoo.co.uk","Web","0"
"email8989@gmail.com","Web","0"
"email8990@uscg.mil","search_nonbrand_google","138.45"
"email8991@yahoo.com","Web","0"
"email8992@icloud.com","Web","0"
"email8993@unfpa.org","linkedinspcpc","37.75"
"email8994@gmail.com","Web","0"
"email8995@yahoo.com","SisterCitiesScholSite","15.88"
"email8996@sjfc.edu","Web","0"
"email8997@gmail.com","SisterCitiesScholEmail","122.69"
"email8998@gmail.com","Web","0"
"email8999@gmail.com","Web","0"
"email9000@icloud.com","SisterCitiesScholEmail","73.98"
"email9001@gmail.com","gmailbeta","2.44"
"email9002@yahoo.com","SisterCitiesScholEmail","177.29"
"email9003@yahoo.com","SisterCitiesScholSite","9.77"
"email9004@utexas.edu","Web","0"
"email9005@gmail.com","Web","0"
"email9006@hotmail.com","Webinar","0"
"email9007@gmail.com","gmailbeta","18.25"
"email9008@comcast.net","Web","0"
"email9009@gmail.com","Web","0"
"email9010@yahoo.com","Web","0"
"email9011@gwu.edu","facebookcpc","47.92"
"email9012@indiana.edu","linkedincpc","23.88"
"email9013@hotmail.com","Web","0"
"email9014@yahoo.com","Direct Apply","0"
"email9015@comcast.net","Webinar","0"
"email9016@hotmail.com","Webinar","0"
"email9017@rocketmail.com","linkedinspcpc","65.74"
"email9018@gmail.com","linkedincpc","7.13"
"email9019@mail.mil","Direct Apply","0"
"email9020@gmail.com","AmericanProspectEmail","6.78"
"email9021@gmail.com","pcdnflatsite","34.4"
"email9022@gmail.com","gmailbeta","23.48"
"email9023@gmail.com","Web","0"
"email9024@yahoo.com","Direct Apply","0"
"email9025@bk.ru","Web","0"
"email9026@yahoo.com","unwireflatemail","29.9"
"email9027@hotmail.com","Web","0"
"email9028@wowway.biz","linkedinspcpc","33.9"
"email9029@list.ru","Web","0"
"email9030@gmail.com","Web","0"
"email9031@gwmail.gwu.edu","Web","0"
"email9032@163.com","linkedincpc","2.73"
"email9033@lowenstein.com","search_nonbrand_google","146.13"
"email9034@gmail.com","Web","0"
"email9035@gmail.com","pcdnflatsite","65.97"
"email9036@hotmail.com","benchprepgreemail","0.76"
"email9037@att.net","search_brand_google","200.23"
"email9038@gmail.com","gmailbeta","96.45"
"email9039@gmail.com","pcdnflatsite","66.86"
"email9040@gmail.com","gmailbeta","23.6"
"email9041@unicef.org","devexemail","90.57"
"email9042@rocketmail.com","Direct Apply","0"
"email9043@gmail.com","Web","0"
"email9044@gmail.com","Web","0"
"email9045@2u.com","",""
"email9046@gmail.com","Web","0"
"email9047@gmail.com","benchprepgreemail","14.49"
"email9048@gmail.com","Web","0"
"email9049@gmail.com","pcdnflatsite","93.62"
"email9050@gmail.com","benchprepgreemail","80.35"
"email9051@gmail.com","search_nonbrand_ybn","7.03"
"email9052@gmail.com","benchprepgreemail","23.3"
"email9053@yahoo.com","Web","0"
"email9054@hotmail.com","Web","0"
"email9055NA","Web","0"
"email9056@ymail.com","pcdnflatsite","63.17"
"email9057@yahoo.com","Web","0"
"email9058@yahoo.com","pcdnflatsite","21.16"
"email9059@wisc.edu","Web","0"
"email9060@hotmail.com","Web","0"
"email9061@gmail.com","unwireflatemail","72.1"
"email9062@yahoo.com","Web","0"
"email9063@gmail.com","Web","0"
"email9064@gmail.com","Web","0"
"email9065@hotmail.com","unwireflatemail","82.25"
"email9066@gmail.com","Web","0"
"email9067@outlook.com","devexemail","41.35"
"email9068@gmail.com","Direct Apply","0"
"email9069@gmail.com","Web","0"
"email9070@gmail.com","MotherJonesEmail","57.93"
"email9071@yahoo.com","facebookcpc","39.05"
"email9072@gmail.com","Web","0"
"email9073@yahoo.com","Web","0"
"email9074@nefco.net","linkedinspcpc","57.32"
"email9075@g.uky.edu","linkedincpc","91.11"
"email9076@gmail.com","Web","0"
"email9077@gmail.com","Unknown","120.99"
"email9078@gmail.com","Web","0"
"email9079@yahoo.fr","facebookcpc","67.78"
"email9080@gmail.com","Web","0"
"email9081@yahoo.com","facebookcpc","24"
"email9082@yahoo.com","Web","0"
"email9083@gmail.com","Web","0"
"email9084@yahoo.com","Web","0"
"email9085@yahoo.com","Web","0"
"email9086@ymail.com","Web","0"
"email9087@gmail.com","Web","0"
"email9088@yahoo.com","Web","0"
"email9089@yahoo.com","Web","0"
"email9090@gmail.com","linkedincpc","23.48"
"email9091@yahoo.com","pcdnflatsite","144.69"
"email9092@gmail.com","Web","0"
"email9093@rocketmail.com","Web","0"
"email9094@yahoo.com","Web","0"
"email9095@hotmail.com","Web","0"
"email9096@berkeley.edu","gmailbeta","84.83"
"email9097@gmail.com","Web","0"
"email9098NA","Web","0"
"email9099@mac.com","facebookcpc","48.04"
"email9100@outlook.com","Web","0"
"email9101@hotmail.com","Web","0"
"email9102@gmail.com","Web","0"
"email9103@icloud.com","",""
"email9104@gwmail.gwu.edu","linkedincpc","78.93"
"email9105@mit.edu","Web","0"
"email9106@et.britishcouncil.org","Direct Apply","0"
"email9107@gmail.com","GRE","81.41"
"email9108@tnstate.edu","GRE","108.14"
"email9109@gmail.com","GRE","22.51"
"email9110@gmail.com","Web","0"
"email9111@uc.apu.edu","GRE","25.52"
"email9112@asu.edu","GRE","13.8"
"email9113@gmail.com","GRE","82.18"
"email9114@gmail.com","",""
"email9115@gmail.com","GRE","98.23"
"email9116@sbcglobal.net","GRE","54.49"
"email9117@oyounmasr.com","SisterCitiesScholSite","104.41"
"email9118@gmail.com","unwireflatemail","16.54"
"email9119@gmail.com","Web","0"
"email9120@hotmail.com","",""
"email9121@gmail.com","search_nonbrand_google","192.75"
"email9122@gmail.com","Web","0"
"email9123@msn.com","linkedincpc","57.04"
"email9124@lehigh.edu","linkedincpc","69.57"
"email9125@comcast.net","linkedincpc","46.23"
"email9126@virginia.edu","GRE","24.64"
"email9127@hotmail.com","Web","0"
"email9128@yahoo.com","Web","0"
"email9129@albany.edu","Web","0"
"email9130@gmail.com","Web","0"
"email9131@gmail.com","gmailbeta","21.02"
"email9132@hotmail.com","GRE","4.94"
"email9133@kcl.ac.uk","Direct Apply","0"
"email9134@tiptopcoupon.com","Web","0"
"email9135@gmail.com","Web","0"
"email9136@msz.gov.pl","Web","0"
"email9137@yahoo.com","Web","0"
"email9138@yahoo.com","Web","0"
"email9139@gmail.com","Direct Apply","0"
"email9140@gmail.com","devexemail","71.59"
"email9141@gmail.com","Direct Apply","0"
"email9142@hotmail.com","Web","0"
"email9143@gmail.com","Web","0"
"email9144@hotmail.com","pcdnflatsite","57.51"
"email9145@gmail.com","Web","0"
"email9146@gmail.com","Web","0"
"email9147@gmail.com","Web","0"
"email9148@gmail.com","Direct Apply","0"
"email9149@gmail.com","gmailbeta","9.58"
"email9150@yahoo.com","search_nonbrand_ybn","81.48"
"email9151@co.pg.md.us","Web","0"
"email9152@hotmail.com","Web","0"
"email9153@gmail.com","linkedincpc","14.56"
"email9154@gmail.com","GRE","40.18"
"email9155@yahoo.com","facebookcpc","181.17"
"email9156@gmail.com","Web","0"
"email9157@gmail.com","GRE","51.48"
"email9158@gmail.com","linkedincpc","33.87"
"email9159@yahoo.com","facebookcpc","76.37"
"email9160@gmail.com","Web","0"
"email9161@yahoo.com","Web","0"
"email9162@dsafdfd.com","Unknown","178.55"
"email9163@gmail.com","Web","0"
"email9164@ymail.com","Web","0"
"email9165@me-engineers.com","search_nonbrand_google","160.26"
"email9166@gmail.com","Web","0"
"email9167@gmail.com","Web","0"
"email9168@heard-law.com","Web","0"
"email9169@gmail.com","Web","0"
"email9170@gmail.com","Web","0"
"email9171@gmail.com","Web","0"
"email9172@yahoo.com","Direct Apply","0"
"email9173@amchambaq.com","SisterCitiesScholSite","16.15"
"email9174@aol.com","linkedincpc","80.59"
"email9175@yahoo.com","linkedincpc","5.94"
"email9176@gmail.com","Direct Apply","0"
"email9177@gmail.com","Web","0"
"email9178@gmail.com","Web","0"
"email9179@hotmail.com","Direct Apply","0"
"email9180@hotmail.com","Web","0"
"email9181@gmail.com","search_brand_google","306.39"
"email9182@yahoo.com","Web","0"
"email9183@hotmail.com","facebookcpc","178.88"
"email9184@yahoo.com","Web","0"
"email9185@hotmail.com","Web","0"
"email9186@hotmail.com","search_nonbrand_ybn","327.67"
"email9187@gmail.com","search_nonbrand_google","235.4"
"email9188@gmail.com","Web","0"
"email9189@peaceactionwest.org","search_nonbrand_google","29.45"
"email9190@gmail.com","thenationemail","59.15"
"email9191@hotmail.com","Unknown","25.44"
"email9192@aol.com","Direct Apply","0"
"email9193@yahoo.com","linkedinspcpc","8.4"
"email9194@hotmail.com","Direct Apply","0"
"email9195@gmail.com","Direct Apply","0"
"email9196@hotmail.com","Web","0"
"email9197@rediffmail.com","Unknown","49.99"
"email9198@yahoo.com","Web","0"
"email9199@gmail.com","linkedincpc","44.93"
"email9200NA","Web","0"
"email9201@gmail.com","Web","0"
"email9202@yahoo.com","linkedinspcpc","32.58"
"email9203@gmail.com","linkedincpc","129.48"
"email9204@gmail.com","Direct Apply","0"
"email9205@gmail.com","Web","0"
"email9206@sfcg.org","Web","0"
"email9207@outlook.com","Direct Apply","0"
"email9208@gmail.com","Web","0"
"email9209@gmail.com","search_nonbrand_google","199.03"
"email9210@gmail.com","Direct Apply","0"
"email9211@msn.com","",""
"email9212@wildcats.unh.edu","Direct Apply","0"
"email9213@yahoo.com.br","Web","0"
"email9214@gmail.com","Web","0"
"email9215@yahoo.co.uk","Web","0"
"email9216@miamioh.edu","Web","0"
"email9217@gmail.com","search_nonbrand_google","16.33"
"email9218@gmail.com","search_nonbrand_google","47.67"
"email9219@gmail.com","Web","0"
"email9220@list.ru","Web","0"
"email9221@gmail.com","linkedinspcpc","162.5"
"email9222@outlook.com","linkedincpc","125.88"
"email9223@fiu.edu","Web","0"
"email9224@comcast.net","linkedincpc","245.73"
"email9225@georgiasouthern.edu","linkedinspcpc","37.73"
"email9226@gmail.com","linkedinspcpc","8.92"
"email9227@gmail.com","linkedincpc","147.67"
"email9228@gmail.com","Web","0"
"email9229@gmail.com","Web","0"
"email9230@yahoo.com","Web","0"
"email9231@hotmail.com","unwireflatemail","14.3"
"email9232@gmail.com","Web","0"
"email9233@gmail.com","Web","0"
"email9234@gmail.com","Direct Apply","0"
"email9235@gmail.com","Web","0"
"email9236@gmail.com","Direct Apply","0"
"email9237@1.cmo","linkedincpc","35.38"
"email9238@gmail.com","linkedincpc","25.16"
"email9239@yahoo.com","Web","0"
"email9240@yahoo.com","linkedincpc","67.39"
"email9241@gmail.com","linkedincpc","34.8"
"email9242@gmail.com","Web","0"
"email9243@gmail.com","Web","0"
"email9244@gmail.com","devexemail","10.37"
"email9245@gmail.com","linkedincpc","165.67"
"email9246@spambog.com","Web","0"
"email9247@yahoo.com","Web","0"
"email9248@urmc.rochester.edu","Web","0"
"email9249@masonlive.gmu.edu","Web","0"
"email9250@gmail.com","Web","0"
"email9251@gmail.com","Web","0"
"email9252@gmail.com","Web","0"
"email9253@yahoo.com","unwireflatemail","114.59"
"email9254@blc.edu","Web","0"
"email9255@rediffmail.com","Web","0"
"email9256@gmail.com","linkedincpc","54.3"
"email9257@gmail.com","Web","0"
"email9258@yahoo.com.br","Web","0"
"email9259@yahoo.com","Web","0"
"email9260@outlook.com","Web","0"
"email9261@yahoo.com","Web","0"
"email9262@gmail.com","search_nonbrand_google","63.84"
"email9263@yahoo.fr","Direct Apply","0"
"email9264@hotmail.com","Webinar","0"
"email9265@gmail.com","Web","0"
"email9266@gmail.com","Web","0"
"email9267@gmail.com","search_nonbrand_ybn","247.95"
"email9268@gmail.com","Web","0"
"email9269@unlv.nevada.edu","Web","0"
"email9270@gai-edu.eu","Direct Apply","0"
"email9271@aol.com","Direct Apply","0"
"email9272@gmail.com","search_nonbrand_google","93.75"
"email9273@vscarymazegame.com","Web","0"
"email9274@outlook.com","Direct Apply","0"
"email9275@gmail.com","linkedincpc","126.54"
"email9276@gmail.com","Web","0"
"email9277@me.com","Web","0"
"email9278@gmail.com","search_nonbrand_ybn","47.05"
"email9279@gmail.com","Web","0"
"email9280@yahoo.com","Web","0"
"email9281@naver.com","linkedincpc","27.21"
"email9282@gmail.com","linkedincpc","31.68"
"email9283@hotmail.com","unwireflatemail","51.45"
"email9284@comcast.com","facebookcpc","78.79"
"email9285@gmail.com","Web","0"
"email9286@gmail.com","Direct Apply","0"
"email9287@kings.edu","Web","0"
"email9288@gmail.com","Web","0"
"email9289@gmail.com","Web","0"
"email9290@yahoo.com","Web","0"
"email9291@union.edu","linkedincpc","74.7"
"email9292@ptc3.com","linkedinspcpc","63.28"
"email9293@gmail.com","Web","0"
"email9294@hotmail.com","search_nonbrand_google","171.58"
"email9295@yahoo.com","Web","0"
"email9296@yahoo.com","Webinar","0"
"email9297@gmail.com","Web","0"
"email9298@gmail.com","Web","0"
"email9299@gmail.com","linkedinspcpc","15.53"
"email9300@hotmail.com","Webinar","0"
"email9301@hotmail.com","linkedincpc","111.86"
"email9302@gmail.com","Webinar","0"
"email9303@yahoo.com","Web","0"
"email9304@yahoo.com","Web","0"
"email9305@gmail.com","Web","0"
"email9306@yahoo.com","Web","0"
"email9307@hotmail.com","devexemail","47.06"
"email9308@gmail.com","Web","0"
"email9309@yahoo.com","linkedincpc","8.12"
"email9310@gmail.com","Web","0"
"email9311@gmail.com","Webinar","0"
"email9312@yahoo.com","search_nonbrand_ybn","72.12"
"email9313@nau.edu","Web","0"
"email9314@live.com","linkedincpc","69.54"
"email9315@gmail.com","Web","0"
"email9316@gmail.com","Web","0"
"email9317@yahoo.com","search_nonbrand_ybn","85.83"
"email9318NA","Web","0"
"email9319@gmail.com","footprintscplemail","128.96"
"email9320@yahoo.com","Web","0"
"email9321@gmail.com","Web","0"
"email9322@pgcps.org","socialm","32.74"
"email9323@gmail.com","",""
"email9324@gmail.com","Web","0"
"email9325@chavaz.com","SisterCitiesScholSite","42.69"
"email9326@gmail.com","search_nonbrand_google","18.8"
"email9327@gmail.com","Webinar","0"
"email9328@gmail.com","pcdnflatsite","61.78"
"email9329@yahoo.com","Web","0"
"email9330@yahoo.com","Web","0"
"email9331@yahoo.com","Direct Apply","0"
"email9332@gmail.com","Web","0"
"email9333@gmail.com","Web","0"
"email9334@yahoo.com","Direct Apply","0"
"email9335@hotmail.com","Web","0"
"email9336@gmail.com","Web","0"
"email9337@hotmail.com","Direct Apply","0"
"email9338@yahoo.co.uk","Web","0"
"email9339@gmail.com","Direct Apply","0"
"email9340@yahoo.com","MasterStudiesEmail","67.14"
"email9341@gmail.com","MasterStudiesEmail","36.79"
"email9342@gmail.com","devexemail","81.81"
"email9343@gmail.com","MasterStudiesEmail","15.71"
"email9344@gmail.com","Web","0"
"email9345@acf.hhs.gov","MotherJonesEmail","51.87"
"email9346@prismark.com","MotherJonesEmail","90.91"
"email9347@hotmail.com","MotherJonesEmail","11.54"
"email9348@HHH.COM","devexemail","17.06"
"email9349@gmail.com","devexemail","124.9"
"email9350@gmail.com","devexemail","41.15"
"email9351@gmail.com","devexemail","102.32"
"email9352@gmail.com","devexemail","62.36"
"email9353@theredsari.com","devexemail","149.06"
"email9354@gmail.com","devexemail","169.43"
"email9355@gmail.com","devexemail","7.06"
"email9356@gmail.com","devexemail","0.26"
"email9357@gmail.com","devexemail","54.52"
"email9358@gmail.com","devexemail","90.77"
"email9359@alumni.ucla.edu","devexemail","44.55"
"email9360@gmail.com","devexemail","73.32"
"email9361@aspect-media.com","devexemail","5.57"
"email9362@comcast.net","MotherJonesEmail","79.62"
"email9363@msn.com","devexemail","137.16"
"email9364@gmail.com","devexemail","91.27"
"email9365@hotmail.com","MotherJonesEmail","118.13"
"email9366@gmail.com","devexemail","76.5"
"email9367@gmail.com","MotherJonesEmail","105.64"
"email9368@yahoo.com","devexemail","36.11"
"email9369@hotmail.com","devexemail","39.55"
"email9370@gmail.com","devexemail","78.75"
"email9371@cornell.edu","devexemail","68.01"
"email9372@mac.com","devexemail","0.25"
"email9373@mdicare.com","devexemail","29.98"
"email9374@gmail.com","MotherJonesEmail","21.83"
"email9375@gmail.com","MotherJonesEmail","170.21"
"email9376@mascheglobal.de","devexemail","65.85"
"email9377@gmail.com","devexemail","4.63"
"email9378@gmail.com","devexemail","62.96"
"email9379@gmail.com","devexemail","19.34"
"email9380@yahoo.com","MotherJonesEmail","16.85"
"email9381@gmail.com","Web","0"
"email9382@hotmail.com","devexemail","106.12"
"email9383@live.com","devexemail","128.53"
"email9384@gmail.com","devexemail","81.34"
"email9385@peakinter.net","MotherJonesEmail","21.39"
"email9386@aol.com","devexemail","98.73"
"email9387@gmail.com","devexemail","5.42"
"email9388@gmail.com","search_nonbrand_google","47.81"
"email9389@gmail.com","devexemail","143.77"
"email9390@gmail.com","devexemail","114.13"
"email9391@gmail.com","devexemail","82.04"
"email9392@gmail.com","devexemail","99.04"
"email9393@gmail.com","linkedincpc","47.02"
"email9394@gmail.com","devexemail","107.06"
"email9395@asu.edu","devexemail","13.66"
"email9396@gmail.com","linkedincpc","27.47"
"email9397@gmail.com","Web","0"
"email9398@berkeley.edu","devexemail","51.1"
"email9399@gmail.com","devexemail","79.38"
"email9400NA","Web","0"
"email9401@gmail.com","Web","0"
"email9402@aol.com","devexemail","30.7"
"email9403@gmail.com","devexemail","146.21"
"email9404@gmail.com","devexemail","145.86"
"email9405@waynecounty.com","MotherJonesEmail","22.28"
"email9406@gmail.com","linkedinspcpc","85.26"
"email9407@gmail.com","Web","0"
"email9408@gmail.com","devexemail","2.08"
"email9409@gmail.com","devexemail","40.26"
"email9410@gmail.com","devexemail","77.84"
"email9411@yahoo.co.uk","devexemail","40.15"
"email9412@gmail.com","devexemail","109.43"
"email9413@gmail.com","Web","0"
"email9414@gmail.com","devexemail","26.52"
"email9415@gmail.com","devexemail","207.54"
"email9416@gmail.com","devexemail","86.24"
"email9417@gmail.com","Web","0"
"email9418@gmail.com","Web","0"
"email9419@gmail.com","devexemail","74.36"
"email9420@icloud.com","Web","0"
"email9421@hotmail.com","devexemail","76.9"
"email9422@gmail.com","Direct Apply","0"
"email9423@gmail.com","devexemail","58.51"
"email9424@hotmail.com","devexemail","24.99"
"email9425@gmail.com","devexemail","50.51"
"email9426@yahoo.com","linkedincpc","218.01"
"email9427@gmail.com","linkedinspcpc","6.28"
"email9428@gmail.com","devexemail","8.32"
"email9429@gmail.com","devexemail","51.35"
"email9430@gmail.com","Webinar","0"
"email9431@tns.org","devexemail","23.49"
"email9432@yahoo.com","Unknown","105.9"
"email9433@yahoo.gr","MotherJonesEmail","104.01"
"email9434@dukes.jmu.edu","linkedincpc","55.69"
"email9435@gmail.com","devexemail","79.71"
"email9436@hotmail.com","Web","0"
"email9437@yahoo.com","devexemail","135.43"
"email9438@gmail.com","linkedincpc","25.92"
"email9439@gmail.com","Web","0"
"email9440@yahoo.com","Web","0"
"email9441@ewb-usa.org","devexemail","130.88"
"email9442@gmail.com","facebookcpc","16.57"
"email9443@hotmail.com","Web","0"
"email9444@gmail.com","linkedincpc","87.14"
"email9445@excite.com","MotherJonesEmail","167.17"
"email9446@abnorth.com","MotherJonesEmail","82.63"
"email9447@gmail.com","linkedinspcpc","124.79"
"email9448@gmail.com","search_nonbrand_google","35.78"
"email9449@gmail.com","Direct Apply","0"
"email9450@gmail.com","linkedincpc","92.92"
"email9451@gmail.com","MotherJonesEmail","24.23"
"email9452@us.af.mil","linkedinspcpc","130.47"
"email9453@hotmail.com","linkedincpc","33.6"
"email9454@gmail.com","Web","0"
"email9455@hotmail.com","Web","0"
"email9456@gmail.com","linkedincpc","61.38"
"email9457@me.com","Web","0"
"email9458@gmail.com","Web","0"
"email9459@gmail.com","devexemail","106.93"
"email9460@gmail.com","Web","0"
"email9461@gmail.com","linkedinspcpc","20.09"
"email9462@optusnet.com.au","MotherJonesEmail","65.14"
"email9463@hkbu.edu.hk","MotherJonesEmail","3.82"
"email9464@comcast.net","MotherJonesEmail","78.97"
"email9465@gmail.com","devexemail","81.7"
"email9466@hotmail.com","Direct Apply","0"
"email9467@hotmail.com","Web","0"
"email9468@hotmail.com","Web","0"
"email9469@gmail.com","Web","0"
"email9470@gmail.com","devexemail","92.19"
"email9471@gmail.com","devexemail","38.17"
"email9472@yahoo.com","Web","0"
"email9473@gmail.com","MotherJonesEmail","71.87"
"email9474@bk.ru","Web","0"
"email9475NA","Web","0"
"email9476@yahoo.com","Web","0"
"email9477@hotmail.com","linkedinspcpc","5.82"
"email9478@gmail.com","MotherJonesEmail","31.84"
"email9479@hotmail.com","Web","0"
